,Date,Position,Batter,Runs,Total Bases,Walks,Strike Outs,Stolen Bases,Points
416,MAY 5,2B,Ha-Seong Kim,1,1,0,1,0,
417,MAY 5,3B,Alec Bohm,1,2,0,0,1,2
418,MAY 5,SS,Amed Rosario,0,2,0,0,2,
419,MAY 5,OF,Fernando Tatis Jr.,1,3,0,0,1,3
420,MAY 5,OF,Steven Kwan,--,--,--,--,--,
421,MAY 5,OF,Jarren Duran,2,5,0,0,0,7
422,MAY 5,UTIL,Ke'Bryan Hayes,1,1,1,0,0,3
423,MAY 6,C,Travis d'Arnaud,--,--,--,--,--,
424,MAY 6,1B,Yandy Diaz,0,1,1,0,1,1
425,MAY 6,2B,Ha-Seong Kim,1,0,0,1,0,
426,MAY 6,3B,Alec Bohm,0,0,0,0,0,0
427,MAY 6,SS,Amed Rosario,1,3,0,0,1,
428,MAY 6,OF,Fernando Tatis Jr.,1,1,0,0,1,2
429,MAY 6,OF,Jarren Duran,--,--,--,--,--,
430,MAY 6,OF,Jurickson Profar,1,1,2,0,0,
431,MAY 6,UTIL,Ke'Bryan Hayes,1,0,0,1,0,2
432,MAY 7,C,Travis d'Arnaud,1,0,0,0,1,0
433,MAY 7,1B,Yandy Diaz,1,0,0,0,0,1
434,MAY 7,2B,Ha-Seong Kim,0,1,0,0,1,
435,MAY 7,3B,Alec Bohm,--,--,--,--,--,
436,MAY 7,SS,Amed Rosario,--,--,--,--,--,
437,MAY 7,OF,Fernando Tatis Jr.,0,2,0,1,1,3
438,MAY 7,OF,Jarren Duran,0,5,0,0,1,4
439,MAY 7,OF,Jurickson Profar,1,4,2,0,0,
440,MAY 7,UTIL,Ke'Bryan Hayes,0,0,0,0,0,0
441,MAY 8,C,Travis d'Arnaud,0,1,0,0,0,1
442,MAY 8,1B,Yandy Diaz,1,1,0,0,2,0
443,MAY 8,2B,Ha-Seong Kim,0,1,0,0,1,
444,MAY 8,3B,Alec Bohm,0,1,0,0,1,0
445,MAY 8,SS,Amed Rosario,0,0,0,0,1,
446,MAY 8,OF,Fernando Tatis Jr.,0,1,1,0,2,0
447,MAY 8,OF,Jarren Duran,0,1,0,0,3,-2
448,MAY 8,OF,Jurickson Profar,0,0,0,0,0,
449,MAY 8,UTIL,Ke'Bryan Hayes,--,--,--,--,--,
450,MAY 9,C,Travis d'Arnaud,--,--,--,--,--,
451,MAY 9,1B,Yandy Diaz,--,--,--,--,--,
452,MAY 9,2B,Ha-Seong Kim,--,--,--,--,--,
453,MAY 9,3B,Alec Bohm,--,--,--,--,--,
454,MAY 9,SS,Amed Rosario,--,--,--,--,--,
455,MAY 9,OF,Fernando Tatis Jr.,--,--,--,--,--,
456,MAY 9,OF,Jarren Duran,--,--,--,--,--,
457,MAY 9,OF,Jurickson Profar,--,--,--,--,--,
458,MAY 9,UTIL,Ke'Bryan Hayes,--,--,--,--,--,
459,MAY 10,C,Travis d'Arnaud,0,1,0,1,1,1
460,MAY 10,1B,Yandy Diaz,0,2,0,1,1,2
461,MAY 10,2B,Ha-Seong Kim,0,0,0,1,2,
462,MAY 10,3B,Alec Bohm,0,2,0,0,0,2
463,MAY 10,SS,Amed Rosario,--,--,--,--,--,
464,MAY 10,OF,Fernando Tatis Jr.,0,0,0,0,2,-2
465,MAY 10,OF,Jarren Duran,0,1,0,0,2,-1
466,MAY 10,OF,Jurickson Profar,0,0,0,1,2,
467,MAY 10,UTIL,Ke'Bryan Hayes,--,--,--,--,--,
468,MAY 11,C,Travis d'Arnaud,0,1,0,1,0,2
469,MAY 11,1B,Yandy Diaz,3,8,2,0,0,13
470,MAY 11,2B,Ha-Seong Kim,0,1,0,0,0,
471,MAY 11,3B,Alec Bohm,1,2,0,0,2,2
472,MAY 11,SS,Amed Rosario,0,1,0,0,0,
473,MAY 11,OF,Fernando Tatis Jr.,0,2,0,0,0,2
474,MAY 11,OF,Jarren Duran,0,2,1,0,0,3
475,MAY 11,OF,Jurickson Profar,0,1,0,0,0,
476,MAY 11,UTIL,Ke'Bryan Hayes,--,--,--,--,--,
477,MAY 12,C,Travis d'Arnaud,--,--,--,--,--,
478,MAY 12,1B,Yandy Diaz,2,4,1,1,0,8
479,MAY 12,2B,Ha-Seong Kim,0,0,0,0,0,
480,MAY 12,3B,Alec Bohm,1,2,0,0,1,2
481,MAY 12,SS,Amed Rosario,0,0,0,0,1,
482,MAY 12,OF,Fernando Tatis Jr.,1,4,1,0,1,5
483,MAY 12,OF,Jarren Duran,1,0,0,0,0,1
484,MAY 12,OF,Jurickson Profar,0,1,0,0,1,
485,MAY 12,UTIL,Tommy Pham,0,0,0,0,0,
486,MAY 13,C,Travis d'Arnaud,1,2,0,0,1,2
487,MAY 13,1B,Yandy Diaz,1,4,0,0,0,5
488,MAY 13,2B,Ha-Seong Kim,0,0,0,3,0,
489,MAY 13,3B,Alec Bohm,0,0,1,0,1,0
490,MAY 13,SS,Amed Rosario,1,5,3,0,0,
491,MAY 13,OF,Fernando Tatis Jr.,0,0,0,1,1,0
492,MAY 13,OF,Jarren Duran,0,1,0,0,1,0
493,MAY 13,OF,Jurickson Profar,1,4,2,1,0,
494,MAY 13,UTIL,Tommy Pham,--,--,--,--,--,
495,MAY 14,C,Travis d'Arnaud,0,0,0,0,0,0
496,MAY 14,1B,Yandy Diaz,0,0,0,0,2,-2
497,MAY 14,2B,Ha-Seong Kim,0,1,0,0,1,
498,MAY 14,3B,Alec Bohm,0,3,2,0,0,5
499,MAY 14,SS,Amed Rosario,0,2,0,0,1,
500,MAY 14,OF,Fernando Tatis Jr.,0,2,0,1,0,3
501,MAY 14,OF,Jarren Duran,0,0,0,1,3,-2
502,MAY 14,OF,Jurickson Profar,1,1,0,3,0,
503,MAY 14,UTIL,Tommy Pham,1,3,1,1,0,
504,MAY 15,C,Travis d'Arnaud,0,2,0,1,1,2
505,MAY 15,1B,Yandy Diaz,0,1,2,1,1,3
506,MAY 15,2B,Ha-Seong Kim,0,0,0,0,0,
507,MAY 15,3B,Alec Bohm,1,1,0,1,0,3
508,MAY 15,SS,Amed Rosario,--,--,--,--,--,
509,MAY 15,OF,Fernando Tatis Jr.,0,0,0,2,1,1
510,MAY 15,OF,Jarren Duran,1,4,0,0,0,5
511,MAY 15,OF,Jurickson Profar,0,1,0,0,1,
512,MAY 15,UTIL,Tommy Pham,0,3,1,0,0,
513,MAY 16,C,Travis d'Arnaud,--,--,--,--,--,
514,MAY 16,1B,Yandy Diaz,0,0,1,1,0,2
515,MAY 16,2B,Ha-Seong Kim,--,--,--,--,--,
516,MAY 16,3B,Alec Bohm,0,3,1,0,1,3
517,MAY 16,SS,Amed Rosario,--,--,--,--,--,
518,MAY 16,OF,Fernando Tatis Jr.,--,--,--,--,--,
519,MAY 16,OF,Jarren Duran,2,8,1,0,0,11
520,MAY 16,OF,Jurickson Profar,--,--,--,--,--,
521,MAY 16,UTIL,Tommy Pham,--,--,--,--,--,
522,MAY 17,C,Travis d'Arnaud,0,0,0,0,2,-2
523,MAY 17,1B,Yandy Diaz,0,2,1,0,0,3
524,MAY 17,2B,Ha-Seong Kim,0,1,0,0,0,
525,MAY 17,3B,Alec Bohm,0,2,1,0,0,3
526,MAY 17,SS,Amed Rosario,0,1,0,0,1,
527,MAY 17,OF,Fernando Tatis Jr.,1,1,0,2,1,3
528,MAY 17,OF,Jarren Duran,0,1,1,2,0,5
529,MAY 17,OF,Jurickson Profar,1,2,1,0,1,
530,MAY 17,UTIL,Tommy Pham,1,4,0,0,1,
531,MAY 18,C,Travis d'Arnaud,--,--,--,--,--,
532,MAY 18,1B,Yandy Diaz,1,3,0,2,0,6
533,MAY 18,2B,Ha-Seong Kim,--,--,--,--,--,
534,MAY 18,3B,Alec Bohm,0,1,0,0,1,0
535,MAY 18,SS,Amed Rosario,0,2,2,0,2,
536,MAY 18,OF,Fernando Tatis Jr.,--,--,--,--,--,
537,MAY 18,OF,Jarren Duran,1,1,0,0,1,1
538,MAY 18,OF,Jurickson Profar,--,--,--,--,--,
539,MAY 18,UTIL,Tommy Pham,1,3,0,0,1,
540,MAY 19,C,Travis d'Arnaud,--,--,--,--,--,
541,MAY 19,1B,Yandy Diaz,0,0,0,1,0,1
542,MAY 19,2B,Ha-Seong Kim,2,5,1,1,1,
543,MAY 19,3B,Alec Bohm,1,4,5,0,0,10
544,MAY 19,SS,Amed Rosario,--,--,--,--,--,
545,MAY 19,OF,Fernando Tatis Jr.,1,2,2,0,2,3
546,MAY 19,OF,Jarren Duran,0,3,1,0,3,1
547,MAY 19,OF,Jurickson Profar,2,4,1,1,1,
548,MAY 19,UTIL,Tommy Pham,0,0,0,1,0,
549,MAY 20,C,Travis d'Arnaud,0,3,1,0,0,4
550,MAY 20,1B,Yandy Diaz,0,1,0,0,1,0
551,MAY 20,2B,Ha-Seong Kim,1,2,0,2,1,
552,MAY 20,3B,Alec Bohm,--,--,--,--,--,
553,MAY 20,SS,Amed Rosario,--,--,--,--,--,
554,MAY 20,OF,Fernando Tatis Jr.,1,1,0,0,3,-1
555,MAY 20,OF,Jarren Duran,1,3,0,0,1,3
556,MAY 20,OF,Jurickson Profar,2,3,0,1,1,
557,MAY 20,UTIL,Tommy Pham,0,0,0,0,3,
558,MAY 21,C,Travis d'Arnaud,1,0,0,1,1,1
559,MAY 21,1B,Yandy Diaz,0,0,0,0,0,0
560,MAY 21,2B,Ha-Seong Kim,0,0,0,1,1,
561,MAY 21,3B,Alec Bohm,0,3,2,0,0,5
562,MAY 21,SS,Amed Rosario,0,0,0,0,1,
563,MAY 21,OF,Fernando Tatis Jr.,0,1,0,0,1,0
564,MAY 21,OF,Jarren Duran,2,4,1,1,0,9
565,MAY 21,OF,Jurickson Profar,0,1,0,1,0,
566,MAY 21,UTIL,Tommy Pham,0,1,0,0,3,
567,MAY 22,C,Travis d'Arnaud,0,0,0,0,2,-2
568,MAY 22,1B,Yandy Diaz,1,4,2,0,0,7
569,MAY 22,2B,Ha-Seong Kim,--,--,--,--,--,
570,MAY 22,3B,Alec Bohm,1,2,2,0,1,4
571,MAY 22,SS,Amed Rosario,--,--,--,--,--,
572,MAY 22,OF,Fernando Tatis Jr.,1,1,1,0,0,3
573,MAY 22,OF,Jarren Duran,1,2,1,0,1,3
574,MAY 22,OF,Jurickson Profar,2,2,1,1,0,
575,MAY 22,UTIL,Tommy Pham,1,5,1,0,1,
576,MAY 23,C,Travis d'Arnaud,--,--,--,--,--,
577,MAY 23,1B,Yandy Diaz,--,--,--,--,--,
578,MAY 23,2B,Ha-Seong Kim,0,2,0,1,1,
579,MAY 23,3B,Alec Bohm,0,0,0,0,0,0
580,MAY 23,SS,Amed Rosario,--,--,--,--,--,
581,MAY 23,OF,Fernando Tatis Jr.,1,2,1,0,1,3
582,MAY 23,OF,Jarren Duran,--,--,--,--,--,
583,MAY 23,OF,Jurickson Profar,1,1,0,1,1,
584,MAY 23,UTIL,Tommy Pham,2,4,1,1,1,
585,MAY 24,C,Travis d'Arnaud,0,3,2,0,1,4
586,MAY 24,1B,Yandy Diaz,0,2,0,0,0,2
587,MAY 24,2B,Ha-Seong Kim,0,0,0,0,1,
588,MAY 24,3B,Alec Bohm,0,0,0,0,1,-1
589,MAY 24,SS,Amed Rosario,--,--,--,--,--,
590,MAY 24,OF,Fernando Tatis Jr.,0,0,0,1,1,0
591,MAY 24,OF,Jarren Duran,0,4,0,0,0,4
592,MAY 24,OF,Jurickson Profar,0,0,0,0,1,
593,MAY 24,UTIL,Tommy Pham,1,1,0,0,2,
594,MAY 25,C,Travis d'Arnaud,0,2,0,0,0,2
595,MAY 25,1B,Yandy Diaz,0,0,0,0,0,0
596,MAY 25,2B,Ha-Seong Kim,0,0,0,0,1,
597,MAY 25,3B,Alec Bohm,1,3,0,0,1,3
598,MAY 25,SS,Amed Rosario,0,0,0,0,1,
599,MAY 25,OF,Fernando Tatis Jr.,1,4,1,0,2,4
600,MAY 25,OF,Jarren Duran,0,0,0,0,1,-1
601,MAY 25,OF,Jurickson Profar,0,0,0,1,0,
602,MAY 25,UTIL,Tommy Pham,1,1,0,1,1,
603,MAY 26,C,Travis d'Arnaud,1,2,1,0,0,4
604,MAY 26,1B,Yandy Diaz,0,0,0,1,1,0
605,MAY 26,2B,Ha-Seong Kim,1,2,1,1,0,
606,MAY 26,3B,Alec Bohm,0,1,1,0,0,2
607,MAY 26,SS,Amed Rosario,0,0,0,0,0,
608,MAY 26,OF,Fernando Tatis Jr.,0,1,1,0,0,2
609,MAY 26,OF,Jarren Duran,0,1,1,0,2,0
610,MAY 26,OF,Jurickson Profar,0,0,0,0,2,
611,MAY 26,UTIL,Tommy Pham,0,0,0,0,1,
612,MAY 27,C,Travis d'Arnaud,--,--,--,--,--,
613,MAY 27,1B,Yandy Diaz,--,--,--,--,--,
614,MAY 27,2B,Ha-Seong Kim,1,1,0,0,1,
615,MAY 27,3B,Alec Bohm,0,0,0,1,0,1
616,MAY 27,SS,Dylan Moore,0,0,0,1,1,0
617,MAY 27,OF,Fernando Tatis Jr.,0,1,0,0,0,1
618,MAY 27,OF,Jarren Duran,0,0,0,0,3,-3
619,MAY 27,OF,Jurickson Profar,0,1,0,1,1,
620,MAY 27,UTIL,Tommy Pham,0,0,0,1,1,
621,MAY 28,C,Travis d'Arnaud,--,--,--,--,--,
622,MAY 28,1B,Yandy Diaz,0,1,0,0,0,1
623,MAY 28,2B,Ha-Seong Kim,0,0,0,0,0,
624,MAY 28,3B,Alec Bohm,0,0,0,0,0,0
625,MAY 28,SS,Dylan Moore,--,--,--,--,--,
626,MAY 28,OF,Fernando Tatis Jr.,1,2,0,0,0,3
627,MAY 28,OF,Jarren Duran,1,2,1,0,2,2
628,MAY 28,OF,Jurickson Profar,1,5,3,0,0,
629,MAY 28,UTIL,Tommy Pham,0,0,0,0,1,
630,MAY 29,C,Travis d'Arnaud,0,0,1,0,2,-1
631,MAY 29,1B,Yandy Diaz,0,0,0,1,1,0
632,MAY 29,2B,Ha-Seong Kim,1,4,1,0,0,
633,MAY 29,3B,Alec Bohm,1,2,0,1,0,4
634,MAY 29,SS,Dylan Moore,0,0,0,0,3,-3
635,MAY 29,OF,Fernando Tatis Jr.,0,1,0,0,0,1
636,MAY 29,OF,Jarren Duran,0,0,0,0,1,-1
637,MAY 29,OF,Jurickson Profar,0,1,0,1,0,
638,MAY 29,UTIL,Tommy Pham,--,--,--,--,--,
639,MAY 30,C,Travis d'Arnaud,--,--,--,--,--,
640,MAY 30,1B,Yandy Diaz,0,0,0,2,1,1
641,MAY 30,2B,Ha-Seong Kim,--,--,--,--,--,
642,MAY 30,3B,Alec Bohm,--,--,--,--,--,
643,MAY 30,SS,Dylan Moore,0,0,0,0,2,-2
644,MAY 30,OF,Fernando Tatis Jr.,--,--,--,--,--,
645,MAY 30,OF,Jarren Duran,0,0,0,0,2,-2
646,MAY 30,OF,Jurickson Profar,--,--,--,--,--,
647,MAY 30,UTIL,Tommy Pham,--,--,--,--,--,
648,MAY 31,C,Travis d'Arnaud,--,--,--,--,--,
649,MAY 31,1B,Yandy Diaz,0,1,0,1,0,2
650,MAY 31,2B,Joey Ortiz,1,3,1,1,0,6
651,MAY 31,3B,Alec Bohm,1,1,0,0,0,2
652,MAY 31,SS,Ha-Seong Kim,2,1,0,1,0,
653,MAY 31,OF,Fernando Tatis Jr.,1,3,1,0,1,4
654,MAY 31,OF,Jarren Duran,0,0,0,1,0,1
655,MAY 31,OF,Jurickson Profar,1,3,2,0,0,
656,MAY 31,UTIL,Tommy Pham,2,2,0,0,1,
657,JUNE 1,C,Travis d'Arnaud,1,0,0,1,0,2
658,JUNE 1,1B,Yandy Diaz,0,3,3,1,1,6
659,JUNE 1,2B,Joey Ortiz,0,2,1,0,0,3
660,JUNE 1,3B,Alec Bohm,1,3,2,0,1,5
661,JUNE 1,SS,Ha-Seong Kim,1,5,3,0,0,
662,JUNE 1,OF,Fernando Tatis Jr.,1,6,1,1,0,9
663,JUNE 1,OF,Jarren Duran,2,3,0,0,0,5
664,JUNE 1,OF,Jurickson Profar,0,0,1,0,1,
665,JUNE 1,UTIL,Steven Kwan,--,--,--,--,--,
666,JUNE 2,C,Travis d'Arnaud,--,--,--,--,--,
667,JUNE 2,1B,Yandy Diaz,0,2,1,0,0,3
668,JUNE 2,2B,Joey Ortiz,1,2,0,1,0,4
669,JUNE 2,3B,Alec Bohm,0,0,0,0,0,0
670,JUNE 2,SS,Ha-Seong Kim,0,1,0,0,0,
671,JUNE 2,OF,Fernando Tatis Jr.,1,1,1,1,1,3
672,JUNE 2,OF,Jarren Duran,0,2,1,2,0,5
673,JUNE 2,OF,Jurickson Profar,0,1,0,1,1,
674,JUNE 2,UTIL,Steven Kwan,0,1,0,0,1,0
675,JUNE 3,C,Jonah Heim,0,0,0,1,1,0
676,JUNE 3,1B,Yandy Diaz,--,--,--,--,--,
677,JUNE 3,2B,Joey Ortiz,0,0,0,1,0,1
678,JUNE 3,3B,Alec Bohm,0,0,0,0,0,0
679,JUNE 3,SS,Ha-Seong Kim,0,4,0,0,1,
680,JUNE 3,OF,Fernando Tatis Jr.,0,2,0,0,1,1
681,JUNE 3,OF,Jarren Duran,--,--,--,--,--,
682,JUNE 3,OF,Jurickson Profar,0,3,0,1,0,
683,JUNE 3,UTIL,Steven Kwan,--,--,--,--,--,
684,JUNE 4,C,Jonah Heim,0,1,0,0,1,0
685,JUNE 4,1B,Yandy Diaz,1,3,0,0,1,3
686,JUNE 4,2B,Joey Ortiz,0,1,0,0,2,-1
687,JUNE 4,3B,Alec Bohm,1,4,1,0,2,4
688,JUNE 4,SS,Ha-Seong Kim,0,0,0,1,1,
689,JUNE 4,OF,Fernando Tatis Jr.,1,2,0,0,2,1
690,JUNE 4,OF,Jarren Duran,0,0,0,0,2,-2
691,JUNE 4,OF,Jurickson Profar,0,1,0,0,1,
692,JUNE 4,UTIL,Steven Kwan,2,2,0,0,0,4
693,JUNE 5,C,Jonah Heim,2,7,2,0,1,10
694,JUNE 5,1B,Yandy Diaz,0,0,0,1,0,1
695,JUNE 5,2B,Joey Ortiz,0,1,0,1,0,3
696,JUNE 5,3B,Alec Bohm,0,0,0,0,1,-1
697,JUNE 5,SS,Ha-Seong Kim,0,0,0,1,0,
698,JUNE 5,OF,Fernando Tatis Jr.,0,4,1,0,0,5
699,JUNE 5,OF,Jarren Duran,2,7,1,0,1,9
700,JUNE 5,OF,Jurickson Profar,0,0,0,0,0,
701,JUNE 5,UTIL,Steven Kwan,--,--,--,--,--,
702,JUNE 6,C,Jonah Heim,--,--,--,--,--,
703,JUNE 6,1B,Yandy Diaz,--,--,--,--,--,
704,JUNE 6,2B,Joey Ortiz,--,--,--,--,--,
705,JUNE 6,3B,Alec Bohm,--,--,--,--,--,
706,JUNE 6,SS,Ha-Seong Kim,0,0,0,0,0,
707,JUNE 6,OF,Fernando Tatis Jr.,1,4,0,0,0,6
708,JUNE 6,OF,Jarren Duran,2,7,2,1,0,12
709,JUNE 6,OF,Jurickson Profar,0,1,0,1,2,
710,JUNE 6,UTIL,Steven Kwan,2,2,0,0,1,3
711,JUNE 7,C,Jonah Heim,0,0,0,0,1,-1
712,JUNE 7,1B,Yandy Diaz,1,1,0,0,1,1
713,JUNE 7,2B,Joey Ortiz,1,2,2,0,1,4
714,JUNE 7,3B,Alec Bohm,--,--,--,--,--,
715,JUNE 7,SS,Ha-Seong Kim,3,5,2,1,1,
716,JUNE 7,OF,Fernando Tatis Jr.,2,4,1,0,0,7
717,JUNE 7,OF,Jarren Duran,1,0,0,0,2,0
718,JUNE 7,OF,Jurickson Profar,1,6,4,0,1,
719,JUNE 7,UTIL,Steven Kwan,--,--,--,--,--,
720,JUNE 8,C,Jonah Heim,0,1,0,0,1,0
721,JUNE 8,1B,Yandy Diaz,0,2,0,0,0,2
722,JUNE 8,2B,Joey Ortiz,0,1,0,0,0,1
723,JUNE 8,3B,Alec Bohm,1,1,0,0,0,2
724,JUNE 8,SS,Ha-Seong Kim,1,4,3,1,0,
725,JUNE 8,OF,Fernando Tatis Jr.,1,2,0,1,1,3
726,JUNE 8,OF,Jarren Duran,0,0,0,2,1,3
727,JUNE 8,OF,Jurickson Profar,2,0,0,2,1,
728,JUNE 8,UTIL,Steven Kwan,2,5,2,2,0,11
729,JUNE 9,C,Jonah Heim,0,1,0,0,1,0
730,JUNE 9,1B,Yandy Diaz,1,2,0,0,0,3
731,JUNE 9,2B,Joey Ortiz,0,0,0,0,3,-3
732,JUNE 9,3B,Alec Bohm,0,1,1,2,0,4
733,JUNE 9,SS,Ha-Seong Kim,0,0,0,0,1,
734,JUNE 9,OF,Fernando Tatis Jr.,1,4,1,1,0,7
735,JUNE 9,OF,Jarren Duran,3,3,0,1,0,8
736,JUNE 9,OF,Jurickson Profar,1,5,1,0,2,
737,JUNE 9,UTIL,Steven Kwan,1,1,0,2,0,4
738,JUNE 10,C,Jonah Heim,--,--,--,--,--,
739,JUNE 10,1B,Yandy Diaz,0,2,0,0,1,1
740,JUNE 10,2B,Joey Ortiz,0,1,0,0,0,2
741,JUNE 10,3B,Alec Bohm,--,--,--,--,--,
742,JUNE 10,SS,Ha-Seong Kim,0,1,2,2,0,
743,JUNE 10,OF,Fernando Tatis Jr.,1,4,1,0,2,4
744,JUNE 10,OF,Jarren Duran,--,--,--,--,--,
745,JUNE 10,OF,Jurickson Profar,1,0,0,2,0,
746,JUNE 10,UTIL,Steven Kwan,--,--,--,--,--,
747,JUNE 11,C,Jonah Heim,0,0,0,0,1,-1
748,JUNE 11,1B,Yandy Diaz,0,2,0,1,1,2
749,JUNE 11,2B,Joey Ortiz,--,--,--,--,--,
750,JUNE 11,3B,Alec Bohm,0,1,0,0,1,0
751,JUNE 11,SS,Ha-Seong Kim,1,1,0,2,0,
752,JUNE 11,OF,Fernando Tatis Jr.,1,3,0,0,0,5
753,JUNE 11,OF,Jarren Duran,1,1,0,0,0,2
754,JUNE 11,OF,Jurickson Profar,0,1,2,1,0,
755,JUNE 11,UTIL,Steven Kwan,1,5,2,1,0,9
756,JUNE 12,C,Jonah Heim,0,0,0,0,1,-1
757,JUNE 12,1B,Yandy Diaz,0,1,0,0,0,1
758,JUNE 12,2B,Joey Ortiz,--,--,--,--,--,
759,JUNE 12,3B,Alec Bohm,1,0,1,0,2,0
760,JUNE 12,SS,Ha-Seong Kim,0,0,0,0,0,
761,JUNE 12,OF,Fernando Tatis Jr.,1,0,0,1,2,0
762,JUNE 12,OF,Jarren Duran,1,4,1,0,0,6
763,JUNE 12,OF,Jurickson Profar,--,--,--,--,--,
764,JUNE 12,UTIL,Steven Kwan,1,2,0,0,0,3
765,JUNE 13,C,Jonah Heim,0,0,0,1,1,0
766,JUNE 13,1B,Yandy Diaz,0,2,1,0,1,2
767,JUNE 13,2B,Joey Ortiz,--,--,--,--,--,
768,JUNE 13,3B,Alec Bohm,--,--,--,--,--,
769,JUNE 13,SS,Ha-Seong Kim,--,--,--,--,--,
770,JUNE 13,OF,Fernando Tatis Jr.,--,--,--,--,--,
771,JUNE 13,OF,Jarren Duran,1,4,2,1,1,7
772,JUNE 13,OF,Jurickson Profar,--,--,--,--,--,
773,JUNE 13,UTIL,Steven Kwan,--,--,--,--,--,
774,JUNE 14,C,Jonah Heim,--,--,--,--,--,
775,JUNE 14,1B,Yandy Diaz,1,1,0,0,1,1
776,JUNE 14,2B,Joey Ortiz,0,0,1,3,0,4
777,JUNE 14,3B,Alec Bohm,0,4,2,0,0,6
778,JUNE 14,SS,Ha-Seong Kim,0,0,0,1,1,
779,JUNE 14,OF,Fernando Tatis Jr.,0,0,0,0,1,-1
780,JUNE 14,OF,Jarren Duran,0,1,0,2,2,1
781,JUNE 14,OF,Jurickson Profar,0,2,0,0,1,
782,JUNE 14,UTIL,Steven Kwan,0,2,0,0,0,2
783,JUNE 15,C,Jonah Heim,--,--,--,--,--,
784,JUNE 15,1B,Yandy Diaz,0,1,0,1,2,0
785,JUNE 15,2B,Joey Ortiz,1,4,3,0,0,8
786,JUNE 15,3B,Alec Bohm,0,3,1,0,0,4
787,JUNE 15,SS,Ha-Seong Kim,0,0,0,0,1,
788,JUNE 15,OF,Fernando Tatis Jr.,0,2,0,1,0,3
789,JUNE 15,OF,Jarren Duran,2,3,1,0,2,4
790,JUNE 15,OF,Jurickson Profar,0,0,0,1,1,
791,JUNE 15,UTIL,Steven Kwan,0,3,0,0,0,3
792,JUNE 16,C,Jonah Heim,--,--,--,--,--,
793,JUNE 16,1B,Yandy Diaz,1,2,0,0,0,3
794,JUNE 16,2B,Joey Ortiz,1,2,0,1,1,3
795,JUNE 16,3B,Alec Bohm,0,4,2,1,0,8
796,JUNE 16,SS,Ha-Seong Kim,0,2,1,0,0,
797,JUNE 16,OF,Fernando Tatis Jr.,0,0,0,0,4,-4
798,JUNE 16,OF,Jarren Duran,1,2,0,1,1,5
799,JUNE 16,OF,Jurickson Profar,2,1,1,1,0,
800,JUNE 16,UTIL,Steven Kwan,0,4,1,0,0,5
801,JUNE 17,C,Jonah Heim,--,--,--,--,--,
802,JUNE 17,1B,Yandy Diaz,--,--,--,--,--,
803,JUNE 17,2B,Joey Ortiz,0,0,0,1,1,0
804,JUNE 17,3B,Alec Bohm,1,6,3,0,1,9
805,JUNE 17,SS,Ha-Seong Kim,0,1,0,1,0,
806,JUNE 17,OF,Fernando Tatis Jr.,0,1,0,0,1,0
807,JUNE 17,OF,Jarren Duran,1,1,0,0,1,1
808,JUNE 17,OF,Jurickson Profar,1,1,0,0,0,
809,JUNE 17,UTIL,Steven Kwan,--,--,--,--,--,
810,JUNE 18,C,Patrick Bailey,--,--,--,--,--,
811,JUNE 18,1B,Yandy Diaz,1,1,0,0,1,1
812,JUNE 18,2B,Joey Ortiz,0,1,0,1,0,2
813,JUNE 18,3B,Alec Bohm,1,1,0,0,2,0
814,JUNE 18,SS,Ha-Seong Kim,--,--,--,--,--,
815,JUNE 18,OF,Fernando Tatis Jr.,--,--,--,--,--,
816,JUNE 18,OF,Jarren Duran,0,1,0,0,3,-2
817,JUNE 18,OF,Jurickson Profar,0,1,1,0,0,
818,JUNE 18,UTIL,Steven Kwan,0,1,1,0,0,2
819,JUNE 19,C,Jonah Heim,0,0,0,0,2,-2
820,JUNE 19,1B,Yandy Diaz,0,2,1,0,0,3
821,JUNE 19,2B,Joey Ortiz,1,0,0,1,1,1
822,JUNE 19,3B,Alec Bohm,0,1,0,0,1,0
823,JUNE 19,SS,Ha-Seong Kim,1,0,0,0,1,
824,JUNE 19,OF,Fernando Tatis Jr.,0,1,0,0,0,1
825,JUNE 19,OF,Jarren Duran,1,5,2,0,1,9
826,JUNE 19,OF,Jurickson Profar,0,2,0,0,1,
827,JUNE 19,UTIL,Steven Kwan,2,5,2,1,0,10
828,JUNE 20,C,Jonah Heim,--,--,--,--,--,
829,JUNE 20,1B,Yandy Diaz,1,6,2,0,2,7
830,JUNE 20,2B,Joey Ortiz,1,1,0,1,3,0
831,JUNE 20,3B,Alec Bohm,--,--,--,--,--,
832,JUNE 20,SS,Ha-Seong Kim,0,0,0,1,1,
833,JUNE 20,OF,Fernando Tatis Jr.,2,7,1,0,1,9
834,JUNE 20,OF,Jarren Duran,--,--,--,--,--,
835,JUNE 20,OF,Jurickson Profar,0,2,1,0,3,
836,JUNE 20,UTIL,Steven Kwan,2,2,0,1,1,4
837,JUNE 21,C,Jonah Heim,1,0,1,3,0,5
838,JUNE 21,1B,Yandy Diaz,0,2,1,0,0,3
839,JUNE 21,2B,Joey Ortiz,0,0,0,1,2,-1
840,JUNE 21,3B,Alec Bohm,0,0,0,0,0,0
841,JUNE 21,SS,Ha-Seong Kim,0,1,0,0,0,
842,JUNE 21,OF,Fernando Tatis Jr.,0,0,0,0,0,0
843,JUNE 21,OF,Jarren Duran,1,5,1,0,0,7
