,Date,Pitcher,IP,Hits,ER,Walks,Strike Outs,W,L,Saves,Holds,Points
1223,SEPTEMBER 10,Spencer Arrighetti,6.2,7,2,1,7,0,0,0,0,15.0
1224,SEPTEMBER 10,Yennier Cano,0.2,1,1,1,2,0,0,0,0,0.0
1226,SEPTEMBER 11,Emmanuel Clase,1.0,1,0,0,2,0,0,1,0,9.0
1227,SEPTEMBER 11,Cole Ragans,6.0,3,2,3,7,0,0,0,0,15.0
1229,SEPTEMBER 11,Mason Miller,1.0,0,0,0,0,0,0,1,0,8.0
1230,SEPTEMBER 11,Bryan Woo,6.2,2,2,1,5,1,0,0,0,20.0
1231,SEPTEMBER 11,Yennier Cano,0.1,0,0,0,0,0,0,0,0,1.0
1240,SEPTEMBER 13,Zach Eflin,6.2,5,1,1,3,0,1,0,0,13.0
1243,SEPTEMBER 13,Mason Miller,1.0,1,0,0,2,0,0,1,0,9.0
1249,SEPTEMBER 14,Chris Sale,6.0,5,1,2,6,1,0,0,0,17.0
1254,SEPTEMBER 15,George Kirby,7.0,1,0,0,3,1,0,0,0,25.0
1255,SEPTEMBER 15,Emmanuel Clase,1.0,0,0,0,1,0,0,1,0,9.0
1261,SEPTEMBER 16,Emmanuel Clase,1.0,0,0,0,2,0,0,1,0,10.0
1265,SEPTEMBER 16,Spencer Arrighetti,5.0,8,2,1,3,0,1,0,0,3.0
1269,SEPTEMBER 17,Cole Ragans,7.0,4,1,4,6,0,0,0,0,17.0
1271,SEPTEMBER 17,Mason Miller,1.0,1,1,0,2,0,0,1,0,7.0
1272,SEPTEMBER 17,Bryan Woo,4.2,9,7,1,7,0,1,0,0,-5.0
1275,SEPTEMBER 18,Emmanuel Clase,1.0,0,0,0,1,0,0,0,0,4.0
1278,SEPTEMBER 18,Mason Miller,1.0,0,0,1,1,0,0,1,0,8.0
1282,SEPTEMBER 19,Zach Eflin,6.0,6,2,1,5,0,0,0,0,12.0
1283,SEPTEMBER 19,Emmanuel Clase,1.0,0,0,0,0,0,0,0,0,3.0
1284,SEPTEMBER 19,Chris Sale,5.0,5,2,2,6,1,0,0,0,12.0
1289,SEPTEMBER 20,George Kirby,6.0,5,2,0,4,1,0,0,0,15.0
1292,SEPTEMBER 20,Mason Miller,1.0,0,0,1,1,0,0,0,0,3.0
1306,SEPTEMBER 22,Bryan Woo,6.0,7,4,1,4,0,0,0,0,6.0
1307,SEPTEMBER 22,Spencer Arrighetti,6.0,5,2,0,6,0,0,0,0,15.0
1317,SEPTEMBER 24,Emmanuel Clase,1.0,0,0,0,1,0,0,0,0,4.0
1318,SEPTEMBER 24,Cole Ragans,6.0,3,0,3,6,0,0,0,0,18.0
1320,SEPTEMBER 24,Mason Miller,1.0,2,0,0,2,1,0,0,0,5.0
1322,SEPTEMBER 24,Spencer Schwellenbach,7.0,3,1,1,4,1,0,0,0,21.0
1324,SEPTEMBER 25,George Kirby,6.0,4,1,1,6,1,0,0,0,19.0
1325,SEPTEMBER 25,Zach Eflin,4.2,4,3,5,1,0,0,0,0,0.0
1326,SEPTEMBER 25,Emmanuel Clase,1.0,1,0,2,1,0,0,1,0,6.0
1335,SEPTEMBER 26,Mason Miller,1.1,0,0,0,2,0,0,1,0,11.0
1342,SEPTEMBER 27,Bryan Woo,5.0,3,0,1,8,1,0,0,0,21.0
1343,SEPTEMBER 27,Jacob deGrom,4.0,4,1,0,5,0,0,0,0,11.0
1346,SEPTEMBER 28,Emmanuel Clase,1.0,1,0,0,0,0,0,0,0,2.0
1348,SEPTEMBER 28,Mason Miller,1.0,2,2,0,3,0,0,0,0,0.0
1353,SEPTEMBER 29,David Peterson,7.0,1,0,3,8,1,0,0,0,27.0
1355,SEPTEMBER 29,Michael Kopech,1.0,0,0,0,2,0,0,0,1,7.0
1357,SEPTEMBER 29,Michael McGreevy,8.0,5,1,0,6,1,0,0,0,25.0
